Bulletin_Nr;Wochenbeginn;Wochenende;Year;PopCity;PopCanton;InfluenzaIncCossonay;Lebendgeburten_gr;Lebendgeburten_kl;Totgeburten_gr;Totgeburten_kl;Sterbefalle_gr;Sterbefalle_kl;Deaths;Deaths10000;Kinder_gr;Kinder_kl;Influenza_Stadt;CasesCity10000;Influenza_Kanton;CasesCanton10000;Andere_Infekt;HospInf10000;Total_Aufnahmen;Hosp10000;Ortsfremde;Gesamtbestand;Anzahl
1;26.12.2009;01.01.2010;1910;63704;317457;;;;;;15;7;22;3.453472309;;;;;;;;;;;;;
2;02.01.2010;08.01.2010;1910;63704;317457;;;;;;24;4;28;4.395328394;;;;;;;;;;;;;
3;09.01.2010;15.01.2010;1910;63704;317457;;;;;;23;6;29;4.552304408;;;;;;;;;;;;;
4;16.01.2010;22.01.2010;1910;63704;317457;;;;;;14;5;19;2.982544267;;;;;;;;;;;;;
5;23.01.2010;29.01.2010;1910;63704;317457;;;;;;15;4;19;2.982544267;;;;;;;;;;;;;
6;30.01.2010;05.02.2010;1910;63704;317457;;;;;;23;4;27;4.23835238;;;;;;;;;;;;;
7;06.02.2010;12.02.2010;1910;63704;317457;;;;;;11;10;21;3.296496295;;;;;;;;;;;;;
8;13.02.2010;19.02.2010;1910;63704;317457;;;;;;14;5;19;2.982544267;;;;;;;;;;;;;
9;20.02.2010;26.02.2010;1910;63704;317457;;;;;;17;11;28;4.395328394;;;;;;;;;;;;;
10;27.02.2010;05.03.2010;1910;63704;317457;;;;;;13;6;19;2.982544267;;;;;;;;;;;;;
11;06.03.2010;12.03.2010;1910;63704;317457;;;;;;21;4;25;3.924400352;;;;;;;;;;;;;
12;13.03.2010;19.03.2010;1910;63704;317457;;;;;;15;3;18;2.825568253;;;;;;;;;;;;;
13;20.03.2010;26.03.2010;1910;63704;317457;;;;;;11;8;19;2.982544267;;;;;;;;;;;;;
14;27.03.2010;02.04.2010;1910;63704;317457;;;;;;20;8;28;4.395328394;;;;;;;;;;;;;
15;03.04.2010;09.04.2010;1910;63704;317457;;;;;;14;6;20;3.139520281;;;;;;;;;;;;;
16;10.04.2010;16.04.2010;1910;63704;317457;;;;;;14;8;22;3.453472309;;;;;;;;;;;;;
17;17.04.2010;23.04.2010;1910;63704;317457;;;;;;18;5;23;3.610448323;;;;;;;;;;;;;
18;24.04.2010;30.04.2010;1910;63704;317457;;;;;;17;4;21;3.296496295;;;;;;;;;;;;;
19;01.05.2010;07.05.2010;1910;63704;317457;;;;;;12;9;21;3.296496295;;;;;;;;;;;;;
20;08.05.2010;14.05.2010;1910;63704;317457;;;;;;10;7;17;2.668592239;;;;;;;;;;;;;
21;15.05.2010;21.05.2010;1910;63704;317457;;;;;;12;4;16;2.511616225;;;;;;;;;;;;;
22;22.05.2010;28.05.2010;1910;63704;317457;;;;;;17;7;24;3.767424338;;;;;;;;;;;;;
23;29.05.2010;04.06.2010;1910;63704;317457;;;;;;16;5;21;3.296496295;;;;;;;;;;;;;
24;05.06.2010;11.06.2010;1910;63704;317457;;;;;;10;6;16;2.511616225;;;;;;;;;;;;;
25;12.06.2010;18.06.2010;1910;63704;317457;;;;;;13;7;20;3.139520281;;;;;;;;;;;;;
26;19.06.2010;25.06.2010;1910;63704;317457;;;;;;13;4;17;2.668592239;;;;;;;;;;;;;
27;26.06.2010;02.07.2010;1910;63704;317457;;;;;;13;6;19;2.982544267;;;;;;;;;;;;;
28;03.07.2010;09.07.2010;1910;63704;317457;;;;;;7;8;15;2.354640211;;;;;;;;;;;;;
29;10.07.2010;16.07.2010;1910;63704;317457;;;;;;18;2;20;3.139520281;;;;;;;;;;;;;
30;17.07.2010;23.07.2010;1910;63704;317457;;;;;;17;8;25;3.924400352;;;;;;;;;;;;;
31;24.07.2010;30.07.2010;1910;63704;317457;;;;;;11;5;16;2.511616225;;;;;;;;;;;;;
32;31.07.2010;06.08.2010;1910;63704;317457;;;;;;10;8;18;2.825568253;;;;;;;;;;;;;
33;07.08.2010;13.08.2010;1910;63704;317457;;;;;;8;7;15;2.354640211;;;;;;;;;;;;;
34;14.08.2010;20.08.2010;1910;63704;317457;;;;;;14;6;20;3.139520281;;;;;;;;;;;;;
35;21.08.2010;27.08.2010;1910;63704;317457;;;;;;12;9;21;3.296496295;;;;;;;;;;;;;
36;28.08.2010;03.09.2010;1910;63704;317457;;;;;;14;8;22;3.453472309;;;;;;;;;;;;;
37;04.09.2010;10.09.2010;1910;63704;317457;;;;;;8;10;18;2.825568253;;;;;;;;;;;;;
38;11.09.2010;17.09.2010;1910;63704;317457;;;;;;15;6;21;3.296496295;;;;;;;;;;;;;
39;18.09.2010;24.09.2010;1910;63704;317457;;;;;;8;7;15;2.354640211;;;;;;;;;;;;;
40;25.09.2010;01.10.2010;1910;63704;317457;;;;;;15;7;22;3.453472309;;;;;;;;;;;;;
41;02.10.2010;08.10.2010;1910;63704;317457;;;;;;12;7;19;2.982544267;;;;;;;;;;;;;
42;09.10.2010;15.10.2010;1910;63704;317457;;;;;;11;1;12;1.883712169;;;;;;;;;;;;;
43;16.10.2010;22.10.2010;1910;63704;317457;;;;;;14;4;18;2.825568253;;;;;;;;;;;;;
44;23.10.2010;29.10.2010;1910;63704;317457;;;;;;17;3;20;3.139520281;;;;;;;;;;;;;
45;30.10.2010;05.11.2010;1910;63704;317457;;;;;;8;3;11;1.726736155;;;;;;;;;;;;;
46;06.11.2010;12.11.2010;1910;63704;317457;;;;;;16;3;19;2.982544267;;;;;;;;;;;;;
47;13.11.2010;19.11.2010;1910;63704;317457;;;;;;12;8;20;3.139520281;;;;;;;;;;;;;
48;20.11.2010;26.11.2010;1910;63704;317457;;;;;;14;5;19;2.982544267;;;;;;;;;;;;;
49;27.11.2010;03.12.2010;1910;63704;317457;;;;;;14;8;22;3.453472309;;;;;;;;;;;;;
50;04.12.2010;10.12.2010;1910;63704;317457;;;;;;16;5;21;3.296496295;;;;;;;;;;;;;
51;11.12.2010;17.12.2010;1910;63704;317457;;;;;;17;12;29;4.552304408;;;;;;;;;;;;;
52;18.12.2010;24.12.2010;1910;63704;317457;;;;;;14;3;17;2.668592239;;;;;;;;;;;;;
1;25.12.2010;31.12.2010;1910;63704;317457;;;;;;17;4;21;3.296496295;;;;;;;;;;;;;
2;01.01.2011;07.01.2011;1911;66040;320100;;;;;;15;2;17;2.574197456;;;;;;;;;;;;;
3;08.01.2011;14.01.2011;1911;66040;320100;;;;;;15;8;23;3.482737735;;;;;;;;;;;;;
4;15.01.2011;21.01.2011;1911;66040;320100;;;;;;11;6;17;2.574197456;;;;;;;;;;;;;
5;22.01.2011;28.01.2011;1911;66040;320100;;;;;;24;9;33;4.996971532;;;;;;;;;;;;;
6;29.01.2011;04.02.2011;1911;66040;320100;;;;;;29;4;33;4.996971532;;;;;;;;;;;;;
7;05.02.2011;11.02.2011;1911;66040;320100;;;;;;23;9;32;4.845548153;;;;;;;;;;;;;
8;12.02.2011;18.02.2011;1911;66040;320100;;;;;;35;6;41;6.208358571;;;;;;;;;;;;;
9;19.02.2011;25.02.2011;1911;66040;320100;;;;;;16;5;21;3.179890975;;;;;;;;;;;;;
10;26.02.2011;04.03.2011;1911;66040;320100;;;;;;22;7;29;4.391278013;;;;;;;;;;;;;
11;05.03.2011;11.03.2011;1911;66040;320100;;;;;;14;5;19;2.877044216;;;;;;;;;;;;;
12;12.03.2011;18.03.2011;1911;66040;320100;;;;;;23;7;30;4.542701393;;;;;;;;;;;;;
13;19.03.2011;25.03.2011;1911;66040;320100;;;;;;21;7;28;4.239854634;;;;;;;;;;;;;
14;26.03.2011;01.04.2011;1911;66040;320100;;;;;;24;5;29;4.391278013;;;;;;;;;;;;;
15;02.04.2011;08.04.2011;1911;66040;320100;;;;;;15;6;21;3.179890975;;;;;;;;;;;;;
16;09.04.2011;15.04.2011;1911;66040;320100;;;;;;23;5;28;4.239854634;;;;;;;;;;;;;
17;16.04.2011;22.04.2011;1911;66040;320100;;;;;;24;5;29;4.391278013;;;;;;;;;;;;;
18;23.04.2011;29.04.2011;1911;66040;320100;;;;;;22;11;33;4.996971532;;;;;;;;;;;;;
19;30.04.2011;06.05.2011;1911;66040;320100;;;;;;14;10;24;3.634161114;;;;;;;;;;;;;
20;07.05.2011;13.05.2011;1911;66040;320100;;;;;;20;9;29;4.391278013;;;;;;;;;;;;;
21;14.05.2011;20.05.2011;1911;66040;320100;;;;;;17;8;25;3.785584494;;;;;;;;;;;;;
22;21.05.2011;27.05.2011;1911;66040;320100;;;;;;12;4;16;2.422774076;;;;;;;;;;;;;
23;28.05.2011;03.06.2011;1911;66040;320100;;;;;;14;12;26;3.937007874;;;;;;;;;;;;;
24;04.06.2011;10.06.2011;1911;66040;320100;;;;;;19;4;23;3.482737735;;;;;;;;;;;;;
25;11.06.2011;17.06.2011;1911;66040;320100;;;;;;18;10;28;4.239854634;;;;;;;;;;;;;
26;18.06.2011;24.06.2011;1911;66040;320100;;;;;;17;3;20;3.028467595;;;;;;;;;;;;;
27;25.06.2011;01.07.2011;1911;66040;320100;;;;;;13;4;17;2.574197456;;;;;;;;;;;;;
28;02.07.2011;08.07.2011;1911;66040;320100;;;;;;19;4;23;3.482737735;;;;;;;;;;;;;
29;09.07.2011;15.07.2011;1911;66040;320100;;;;;;12;4;16;2.422774076;;;;;;;;;;;;;
30;16.07.2011;22.07.2011;1911;66040;320100;;;;;;8;6;14;2.119927317;;;;;;;;;;;;;
31;23.07.2011;29.07.2011;1911;66040;320100;;;;;;11;5;16;2.422774076;;;;;;;;;;;;;
32;30.07.2011;05.08.2011;1911;66040;320100;;;;;;14;14;28;4.239854634;;;;;;;;;;;;;
33;06.08.2011;12.08.2011;1911;66040;320100;;;;;;17;3;20;3.028467595;;;;;;;;;;;;;
34;13.08.2011;19.08.2011;1911;66040;320100;;;;;;12;10;22;3.331314355;;;;;;;;;;;;;
35;20.08.2011;26.08.2011;1911;66040;320100;;;;;;14;6;20;3.028467595;;;;;;;;;;;;;
36;27.08.2011;02.09.2011;1911;66040;320100;;;;;;13;4;17;2.574197456;;;;;;;;;;;;;
37;03.09.2011;09.09.2011;1911;66040;320100;;;;;;12;8;20;3.028467595;;;;;;;;;;;;;
38;10.09.2011;16.09.2011;1911;66040;320100;;;;;;15;11;26;3.937007874;;;;;;;;;;;;;
39;17.09.2011;23.09.2011;1911;66040;320100;;;;;;23;3;26;3.937007874;;;;;;;;;;;;;
40;24.09.2011;30.09.2011;1911;66040;320100;;;;;;8;7;15;2.271350697;;;;;;;;;;;;;
41;01.10.2011;07.10.2011;1911;66040;320100;;;;;;19;8;27;4.088431254;;;;;;;;;;;;;
42;08.10.2011;14.10.2011;1911;66040;320100;;;;;;12;6;18;2.725620836;;;;;;;;;;;;;
43;15.10.2011;21.10.2011;1911;66040;320100;;;;;;14;6;20;3.028467595;;;;;;;;;;;;;
44;22.10.2011;28.10.2011;1911;66040;320100;;;;;;18;7;25;3.785584494;;;;;;;;;;;;;
45;29.10.2011;04.11.2011;1911;66040;320100;;;;;;21;3;24;3.634161114;;;;;;;;;;;;;
46;05.11.2011;11.11.2011;1911;66040;320100;;;;;;13;7;20;3.028467595;;;;;;;;;;;;;
47;12.11.2011;18.11.2011;1911;66040;320100;;;;;;16;5;21;3.179890975;;;;;;;;;;;;;
48;19.11.2011;25.11.2011;1911;66040;320100;;;;;;10;5;15;2.271350697;;;;;;;;;;;;;
49;26.11.2011;02.12.2011;1911;66040;320100;;;;;;12;11;23;3.482737735;;;;;;;;;;;;;
50;03.12.2011;09.12.2011;1911;66040;320100;;;;;;12;2;14;2.119927317;;;;;;;;;;;;;
51;10.12.2011;16.12.2011;1911;66040;320100;;;;;;12;6;18;2.725620836;;;;;;;;;;;;;
52;17.12.2011;23.12.2011;1911;66040;320100;;;;;;11;2;13;1.968503937;;;;;;;;;;;;;
1;24.12.2011;30.12.2011;1911;66040;320100;;;;;;13;7;20;3.028467595;;;;;;;;;;;;;
2;31.12.2011;06.01.2012;1911;66040;320100;;;;;;14;8;22;3.331314355;;;;;;;;;;;;;
3;07.01.2012;13.01.2012;1912;68400;322400;;;;;;20;9;29;4.239766082;;;;;;;;;;;;;
4;14.01.2012;20.01.2012;1912;68400;322400;;;;;;18;3;21;3.070175439;;;;;;;;;;;;;
5;21.01.2012;27.01.2012;1912;68400;322400;;;;;;13;7;20;2.923976608;;;;;;;;;;;;;
6;28.01.2012;03.02.2012;1912;68400;322400;;;;;;17;6;23;3.362573099;;;;;;;;;;;;;
7;04.02.2012;10.02.2012;1912;68400;322400;;;;;;17;2;19;2.777777778;;;;;;;;;;;;;
8;11.02.2012;17.02.2012;1912;68400;322400;;;;;;11;7;18;2.631578947;;;;;;;;;;;;;
9;18.02.2012;24.02.2012;1912;68400;322400;;;;;;17;5;22;3.216374269;;;;;;;;;;;;;
10;25.02.2012;02.03.2012;1912;68400;322400;;;;;;19;9;28;4.093567251;;;;;;;;;;;;;
11;03.03.2012;09.03.2012;1912;68400;322400;;;;;;10;5;15;2.192982456;;;;;;;;;;;;;
12;10.03.2012;16.03.2012;1912;68400;322400;;;;;;12;5;17;2.485380117;;;;;;;;;;;;;
13;17.03.2012;23.03.2012;1912;68400;322400;;;;;;13;8;21;3.070175439;;;;;;;;;;;;;
14;24.03.2012;30.03.2012;1912;68400;322400;;;;;;16;10;26;3.801169591;;;;;;;;;;;;;
15;31.03.2012;06.04.2012;1912;68400;322400;;;;;;20;7;27;3.947368421;;;;;;;;;;;;;
16;07.04.2012;13.04.2012;1912;68400;322400;;;;;;17;5;22;3.216374269;;;;;;;;;;;;;
17;14.04.2012;20.04.2012;1912;68400;322400;;;;;;14;12;26;3.801169591;;;;;;;;;;;;;
18;21.04.2012;27.04.2012;1912;68400;322400;;;;;;15;6;21;3.070175439;;;;;;;;;;;;;
19;28.04.2012;04.05.2012;1912;68400;322400;;;;;;19;10;29;4.239766082;;;;;;;;;;;;;
20;05.05.2012;11.05.2012;1912;68400;322400;;;;;;17;10;27;3.947368421;;;;;;;;;;;;;
21;12.05.2012;18.05.2012;1912;68400;322400;;;;;;15;4;19;2.777777778;;;;;;;;;;;;;
22;19.05.2012;25.05.2012;1912;68400;322400;;;;;;13;5;18;2.631578947;;;;;;;;;;;;;
23;26.05.2012;01.06.2012;1912;68400;322400;;;;;;13;10;23;3.362573099;;;;;;;;;;;;;
24;02.06.2012;08.06.2012;1912;68400;322400;;;;;;16;5;21;3.070175439;;;;;;;;;;;;;
25;09.06.2012;15.06.2012;1912;68400;322400;;;;;;11;5;16;2.339181287;;;;;;;;;;;;;
26;16.06.2012;22.06.2012;1912;68400;322400;;;;;;22;4;26;3.801169591;;;;;;;;;;;;;
27;23.06.2012;29.06.2012;1912;68400;322400;;;;;;12;9;21;3.070175439;;;;;;;;;;;;;
28;30.06.2012;06.07.2012;1912;68400;322400;;;;;;7;8;15;2.192982456;;;;;;;;;;;;;
29;07.07.2012;13.07.2012;1912;68400;322400;;;;;;13;8;21;3.070175439;;;;;;;;;;;;;
30;14.07.2012;20.07.2012;1912;68400;322400;;;;;;11;4;15;2.192982456;;;;;;;;;;;;;
31;21.07.2012;27.07.2012;1912;68400;322400;;;;;;16;7;23;3.362573099;;;;;;;;;;;;;
32;28.07.2012;03.08.2012;1912;68400;322400;;;;;;7;6;13;1.900584795;;;;;;;;;;;;;
33;04.08.2012;10.08.2012;1912;68400;322400;;;;;;8;7;15;2.192982456;;;;;;;;;;;;;
34;11.08.2012;17.08.2012;1912;68400;322400;;;;;;13;10;23;3.362573099;;;;;;;;;;;;;
35;18.08.2012;24.08.2012;1912;68400;322400;;;;;;8;1;9;1.315789474;;;;;;;;;;;;;
36;25.08.2012;31.08.2012;1912;68400;322400;;;;;;11;3;14;2.046783626;;;;;;;;;;;;;
37;01.09.2012;07.09.2012;1912;68400;322400;;;;;;13;6;19;2.777777778;;;;;;;;;;;;;
38;08.09.2012;14.09.2012;1912;68400;322400;;;;;;12;3;15;2.192982456;;;;;;;;;;;;;
39;15.09.2012;21.09.2012;1912;68400;322400;;;;;;17;6;23;3.362573099;;;;;;;;;;;;;
40;22.09.2012;28.09.2012;1912;68400;322400;;;;;;9;6;15;2.192982456;;;;;;;;;;;;;
41;29.09.2012;05.10.2012;1912;68400;322400;;;;;;5;7;12;1.754385965;;;;;;;;;;;;;
42;06.10.2012;12.10.2012;1912;68400;322400;;;;;;14;4;18;2.631578947;;;;;;;;;;;;;
43;13.10.2012;19.10.2012;1912;68400;322400;;;;;;6;4;10;1.461988304;;;;;;;;;;;;;
44;20.10.2012;26.10.2012;1912;68400;322400;;;;;;17;3;20;2.923976608;;;;;;;;;;;;;
45;27.10.2012;02.11.2012;1912;68400;322400;;;;;;15;4;19;2.777777778;;;;;;;;;;;;;
46;03.11.2012;09.11.2012;1912;68400;322400;;;;;;21;3;24;3.50877193;;;;;;;;;;;;;
47;10.11.2012;16.11.2012;1912;68400;322400;;;;;;13;7;20;2.923976608;;;;;;;;;;;;;
48;17.11.2012;23.11.2012;1912;68400;322400;;;;;;14;4;18;2.631578947;;;;;;;;;;;;;
49;24.11.2012;30.11.2012;1912;68400;322400;;;;;;11;2;13;1.900584795;;;;;;;;;;;;;
50;01.12.2012;07.12.2012;1912;68400;322400;;;;;;17;6;23;3.362573099;;;;;;;;;;;;;
51;08.12.2012;14.12.2012;1912;68400;322400;;;;;;16;7;23;3.362573099;;;;;;;;;;;;;
52;15.12.2012;21.12.2012;1912;68400;322400;;;;;;11;5;16;2.339181287;;;;;;;;;;;;;
53;22.12.2012;28.12.2012;1912;68400;322400;;;;;;20;7;27;3.947368421;;;;;;;;;;;;;
1;29.12.2012;04.01.2013;1912;68400;322400;;;;;;19;7;26;3.801169591;;;;;;;;;;;;;
2;05.01.2013;11.01.2013;1913;70150;325800;;;;;;15;5;20;2.8510335;;;;;;;;;;;;;
3;12.01.2013;18.01.2013;1913;70150;325800;;;;;;17;5;22;3.13613685;;;;;;;;;;;;;
4;19.01.2013;25.01.2013;1913;70150;325800;;;;;;14;9;23;3.278688525;;;;;;;;;;;;;
5;26.01.2013;01.02.2013;1913;70150;325800;;;;;;13;10;23;3.278688525;;;;;;;;;;;;;
6;02.02.2013;08.02.2013;1913;70150;325800;;;;;;16;4;20;2.8510335;;;;;;;;;;;;;
7;09.02.2013;15.02.2013;1913;70150;325800;;;;;;18;8;26;3.70634355;;;;;;;;;;;;;
8;16.02.2013;22.02.2013;1913;70150;325800;;;;;;19;3;22;3.13613685;;;;;;;;;;;;;
9;23.02.2013;01.03.2013;1913;70150;325800;;;;;;27;12;39;5.559515324;;;;;;;;;;;;;
10;02.03.2013;08.03.2013;1913;70150;325800;;;;;;16;7;23;3.278688525;;;;;;;;;;;;;
11;09.03.2013;15.03.2013;1913;70150;325800;;;;;;18;4;22;3.13613685;;;;;;;;;;;;;
12;16.03.2013;22.03.2013;1913;70150;325800;;;;;;21;7;28;3.9914469;;;;;;;;;;;;;
13;23.03.2013;29.03.2013;1913;70150;325800;;;;;;15;6;21;2.993585175;;;;;;;;;;;;;
14;30.03.2013;05.04.2013;1913;70150;325800;;;;;;19;9;28;3.9914469;;;;;;;;;;;;;
15;06.04.2013;12.04.2013;1913;70150;325800;;;;;;7;6;13;1.853171775;;;;;;;;;;;;;
16;13.04.2013;19.04.2013;1913;70150;325800;;;;;;20;6;26;3.70634355;;;;;;;;;;;;;
17;20.04.2013;26.04.2013;1913;70150;325800;;;;;;20;7;27;3.848895225;;;;;;;;;;;;;
18;27.04.2013;03.05.2013;1913;70150;325800;;;;;;17;12;29;4.133998574;;;;;;;;;;;;;
19;04.05.2013;10.05.2013;1913;70150;325800;;;;;;11;15;26;3.70634355;;;;;;;;;;;;;
20;11.05.2013;17.05.2013;1913;70150;325800;;;;;;16;6;22;3.13613685;;;;;;;;;;;;;
21;18.05.2013;24.05.2013;1913;70150;325800;;;;;;17;6;23;3.278688525;;;;;;;;;;;;;
22;25.05.2013;31.05.2013;1913;70150;325800;;;;;;15;1;16;2.2808268;;;;;;;;;;;;;
23;01.06.2013;07.06.2013;1913;70150;325800;;;;;;16;9;25;3.563791875;;;;;;;;;;;;;
24;08.06.2013;14.06.2013;1913;70150;325800;;;;;;;;;;;;;;;;;;;;;;
25;15.06.2013;21.06.2013;1913;70150;325800;;;;;;10;6;16;2.2808268;;;;;;;;;;;;;
26;22.06.2013;28.06.2013;1913;70150;325800;;;;;;13;9;22;3.13613685;;;;;;;;;;;;;
27;29.06.2013;05.07.2013;1913;70150;325800;;;;;;5;7;12;1.7106201;;;;;;;;;;;;;
28;06.07.2013;12.07.2013;1913;70150;325800;;;;;;10;3;13;1.853171775;;;;;;;;;;;;;
29;13.07.2013;19.07.2013;1913;70150;325800;;;;;;18;6;24;3.4212402;;;;;;;;;;;;;
30;20.07.2013;26.07.2013;1913;70150;325800;;;;;;12;;12;1.7106201;;;;;;;;;;;;;
32;03.08.2013;09.08.2013;1913;70150;325800;;;;;;16;7;23;3.278688525;;;;;;;;;;;;;
33;10.08.2013;16.08.2013;1913;70150;325800;;;;;;7;8;15;2.138275125;;;;;;;;;;;;;
34;17.08.2013;23.08.2013;1913;70150;325800;;;;;;6;6;12;1.7106201;;;;;;;;;;;;;
35;24.08.2013;30.08.2013;1913;70150;325800;;;;;;19;15;34;4.846756949;;;;;;;;;;;;;
36;31.08.2013;06.09.2013;1913;70150;325800;;;;;;9;6;15;2.138275125;;;;;;;;;;;;;
37;07.09.2013;13.09.2013;1913;70150;325800;;;;;;9;3;12;1.7106201;;;;;;;;;;;;;
38;14.09.2013;20.09.2013;1913;70150;325800;;;;;;10;9;19;2.708481825;;;;;;;;;;;;;
39;21.09.2013;27.09.2013;1913;70150;325800;;;;;;16;13;29;4.133998574;;;;;;;;;;;;;
40;28.09.2013;04.10.2013;1913;70150;325800;;;;;;14;6;20;2.8510335;;;;;;;;;;;;;
41;05.10.2013;11.10.2013;1913;70150;325800;;;;;;17;4;21;2.993585175;;;;;;;;;;;;;
42;12.10.2013;18.10.2013;1913;70150;325800;;;;;;13;5;18;2.56593015;;;;;;;;;;;;;
43;19.10.2013;25.10.2013;1913;70150;325800;;;;;;13;5;18;2.56593015;;;;;;;;;;;;;
44;26.10.2013;01.11.2013;1913;70150;325800;;;;;;14;5;19;2.708481825;;;;;;;;;;;;;
45;02.11.2013;08.11.2013;1913;70150;325800;;;;;;13;;13;1.853171775;;;;;;;;;;;;;
46;09.11.2013;15.11.2013;1913;70150;325800;;;;;;8;5;13;1.853171775;;;;;;;;;;;;;
47;16.11.2013;22.11.2013;1913;70150;325800;;;;;;16;10;26;3.70634355;;;;;;;;;;;;;
48;23.11.2013;29.11.2013;1913;70150;325800;;;;;;13;10;23;3.278688525;;;;;;;;;;;;;
49;30.11.2013;06.12.2013;1913;70150;325800;;;;;;19;9;28;3.9914469;;;;;;;;;;;;;
50;07.12.2013;13.12.2013;1913;70150;325800;;;;;;13;7;20;2.8510335;;;;;;;;;;;;;
51;14.12.2013;20.12.2013;1913;70150;325800;;;;;;19;9;28;3.9914469;;;;;;;;;;;;;
52;21.12.2013;27.12.2013;1913;70150;325800;;;;;;13;4;17;2.423378475;;;;;;;;;;;;;
1;28.12.2013;03.01.2014;1913;70150;325800;;;;;;6;6;12;1.7106201;;;;;;;;;;;;;
2;04.01.2014;10.01.2014;1914;69510;328000;;;;;;24;7;31;4.459789958;;;;;;;;;;;;;
3;11.01.2014;17.01.2014;1914;69510;328000;;;;;;27;11;38;5.466839304;;;;;;;;;;;;;
4;18.01.2014;24.01.2014;1914;69510;328000;;;;;;14;9;23;3.308876421;;;;;;;;;;;;;
5;25.01.2014;31.01.2014;1914;69510;328000;;;;;;24;9;33;4.747518343;;;;;;;;;;;;;
6;01.02.2014;07.02.2014;1914;69510;328000;;;;;;16;5;21;3.021148036;;;;;;;;;;;;;
7;08.02.2014;14.02.2014;1914;69510;328000;;;;;;31;6;37;5.322975111;;;;;;;;;;;;;
8;15.02.2014;21.02.2014;1914;69510;328000;;;;;;13;13;26;3.740468997;;;;;;;;;;;;;
9;22.02.2014;28.02.2014;1914;69510;328000;;;;;;10;9;19;2.733419652;;;;;;;;;;;;;
10;01.03.2014;07.03.2014;1914;69510;328000;;;;;;20;8;28;4.028197382;;;;;;;;;;;;;
11;08.03.2014;14.03.2014;1914;69510;328000;;;;;;10;5;15;2.157962883;;;;;;;;;;;;;
12;15.03.2014;21.03.2014;1914;69510;328000;;;;;;24;7;31;4.459789958;;;;;;;;;;;;;
13;22.03.2014;28.03.2014;1914;69510;328000;;;;;;18;6;24;3.452740613;;;;;;;;;;;;;
14;29.03.2014;04.04.2014;1914;69510;328000;;;;;;14;8;22;3.165012228;;;;;;;;;;;;;
